id,source_url,bathrooms,bedrooms,price,squarefeet,mls_id
"3766","https://www.redfin.com/WA/Seattle/308-NE-Longwood-Pl-98115/home/143224349","3.25","3","1599000","3065","1177635"
"3765","https://www.redfin.com/WA/Seattle/1050-S-Sullivan-St-98108/home/477268","2.00","4","370000","2040","1167706"
"3764","https://www.redfin.com/WA/Seattle/5636-2nd-Ave-NW-98107/home/298703","3.50","4","1449000","3800","1171240"
"3763","https://www.redfin.com/WA/Seattle/4526-Delridge-Way-SW-98106/home/160425","1.50","3","625000","1620","1177015"
"3762","https://www.redfin.com/WA/Seattle/2353-Minor-Ave-E-98102/unit-B/home/59702882","1.75","2","825000","1370","1176836"
"3761","https://www.redfin.com/WA/Seattle/2401-N-Northlake-Way-98103/unit-F-6/home/113137975","0.75","1","345000","572","1157075"
"3760","https://www.redfin.com/WA/Seattle/1313-N-77th-St-98103/home/307532","1.75","5","879000","2787","1176761"
"3759","https://www.redfin.com/WA/Seattle/2112-N-50th-St-98103/home/304693","1.00","2","495000","870","1174277"
"3758","https://www.redfin.com/WA/Seattle/3619-Albion-Pl-N-98103/unit-C/home/12093289","2.50","3","700000","1690","1177589"
"3757","https://www.redfin.com/WA/Seattle/2115-Montvale-Pl-W-98199/home/125395","1.75","3","775000","2390","1175253"
"3756","https://www.redfin.com/WA/Seattle/6937-S-Rustic-Rd-98178/home/197974","2.75","4","629950","4450","1177338"
"3755","https://www.redfin.com/WA/Seattle/10650-Cornell-Ave-S-98178/home/197214","1.00","3","425000","920","1177358"
"3754","https://www.redfin.com/WA/Seattle/8204-S-128th-St-98178/home/197907","2.25","3","529800","2120","1171370"
"3753","https://www.redfin.com/WA/Seattle/9817-13th-Ave-SW-98106/home/181256","1.75","3","525000","1450","1176708"
"3752","https://www.redfin.com/WA/Seattle/3034-Beacon-Ave-S-98144/home/168640","1.75","3","699950","1502","1175433"
"3751","https://www.redfin.com/WA/Seattle/7330-27th-Ave-SW-98126/home/473000","2.00","4","495206","1310","1174387"
"3750","https://www.redfin.com/WA/Seattle/9840-28th-Ave-SW-98126/home/179898","2.50","5","625206","2120","1168315"
"3749","https://www.redfin.com/WA/Seattle/1401-N-136th-St-98133/home/101758","1.50","3","575000","1400","1175407"
"3748","https://www.redfin.com/WA/Seattle/13503-Wallingford-Ave-N-98133/home/101870","1.75","4","617500","1880","1177372"
"3747","https://www.redfin.com/WA/Seattle/10302-Fischer-Pl-NE-98125/home/110925","0.75","1","495000","500","1176323"
"3746","https://www.redfin.com/WA/Seattle/3640-NE-117th-St-98125/home/111880","2.75","4","900000","2200","1171693"
"3745","https://www.redfin.com/WA/Seattle/1817-Madrona-Dr-98122/home/141569","2.00","4","1200000","3130","1170692"
"3744","https://www.redfin.com/WA/Seattle/1214-W-Barrett-St-98119/home/131540","3.50","4","1325000","3220","1175675"
"3743","https://www.redfin.com/WA/Seattle/8361-28th-Ave-NW-98117/home/165255","2.00","3","590000","1455","1176113"
"3742","https://www.redfin.com/WA/Seattle/2229-E-Miller-St-98112/home/137903","2.00","4","999950","2520","1175198"
"3741","https://www.redfin.com/WA/Seattle/118-21st-Ave-E-98112/unit-B/home/12087296","1.50","2","635000","1100","1176756"
"3740","https://www.redfin.com/WA/Seattle/6350-18th-Ave-SW-98106/home/160865","1.75","5","485000","2130","1175323"
"3739","https://www.redfin.com/WA/Seattle/4713-Cottage-Pl-SW-98106/home/101649368","2.00","3","550000","1405","1172686"
"3738","https://www.redfin.com/WA/Seattle/9816-25th-Ave-SW-98106/home/180223","1.00","1","245000","830","1177195"
"3737","https://www.redfin.com/WA/Seattle/2713-NE-54th-St-98105/home/312382","1.75","4","795000","1980","1175705"
"3736","https://www.redfin.com/WA/Seattle/4112-Meridian-Ave-N-98103/home/117962","1.75","3","899000","2390","1175715"
"3735","https://www.redfin.com/WA/Seattle/3049-29th-Ave-W-98199/home/127019","1.75","3","790000","1710","1174469"
"3734","https://www.redfin.com/WA/Seattle/3041-21st-Ave-W-98199/home/125030","2.25","3","869950","1750","1176325"
"3733","https://www.redfin.com/WA/Seattle/7217-S-116th-St-98178/home/198475","1.75","4","419950","1580","1176204"
"3732","https://www.redfin.com/WA/Seattle/10603-1st-Ave-S-98168/home/181101","1.00","3","319950","1060","1174627"
"3731","https://www.redfin.com/WA/Seattle/321-SW-112th-St-98146/unit-206/home/33417","1.50","2","274950","1072","1172927"
"3730","https://www.redfin.com/WA/Seattle/2531-13th-Ave-S-98144/home/143200899","2.25","2","674900","1196","1176081"
"3729","https://www.redfin.com/WA/Seattle/5906-39th-Ave-SW-98136/home/470755","2.00","3","699950","1542","1176858"
"3728","https://www.redfin.com/WA/Seattle/14332-Interlake-Ave-N-98133/home/102806","1.00","2","430000","780","1175451"
"3727","https://www.redfin.com/WA/Seattle/834-15th-Ave-98122/home/142396","3.00","6","1450000","2970","1176087"
"3726","https://www.redfin.com/WA/Seattle/10420-40th-Ave-NE-98125/home/113259","2.50","4","795000","2120","1174764"
"3725","https://www.redfin.com/WA/Seattle/12018-15th-Ave-NE-98125/home/116434","2.25","4","725000","1740","1169706"
"3724","https://www.redfin.com/WA/Seattle/12046-Hiram-Pl-NE-98125/home/116967","1.00","1","435000","940","1174182"
"3723","https://www.redfin.com/WA/Seattle/2204-14th-Ave-W-98119/home/134057","2.50","2","609000","1152","1175762"
"3722","https://www.redfin.com/WA/Seattle/6540-54th-Ave-S-98118/home/491850","3.25","5","1275000","4172","1175161"
"3721","https://www.redfin.com/WA/Seattle/2632-NW-87th-St-98117/home/164197","3.00","3","945000","2510","1174904"
"3720","https://www.redfin.com/WA/Seattle/7211-5th-Ave-NW-98117/home/498680","2.00","2","625000","830","1176317"
"3719","https://www.redfin.com/WA/Seattle/314-NW-70th-St-98117/home/498082","2.00","3","650000","1640","1167554"
"3718","https://www.redfin.com/WA/Seattle/8525-31st-Ave-NW-98117/home/165941","1.00","3","799950","1290","1176285"
"3717","https://www.redfin.com/WA/Seattle/4152-14th-Ave-S-98108/home/169988","2.00","3","715000","2450","1174426"
"3716","https://www.redfin.com/WA/Seattle/2646-NW-58th-St-98107/unit-A/home/2117085","2.25","2","695000","1180","1176228"
"3715","https://www.redfin.com/WA/Seattle/4043-4th-Ave-NE-98105/home/117418","2.75","6","929000","","1172829"
"3714","https://www.redfin.com/WA/Seattle/5761-25th-Ave-NE-98105/home/308604","2.00","3","725000","1615","1176742"
"3713","https://www.redfin.com/WA/Seattle/126-NE-57th-St-98105/home/305160","3.50","5","1395000","2881","1176282"
"3712","https://www.redfin.com/WA/Seattle/7617-Aurora-Ave-N-98103/home/143194549","1.00","2","795000","2102","1176817"
"3711","https://www.redfin.com/WA/Seattle/7243-S-125th-St-98178/home/195967","1.00","2","267000","710","1162623"
"3710","https://www.redfin.com/WA/Seattle/10804-36th-Ave-SW-98146/home/156879","2.00","3","610000","1500","1176565"
"3709","https://www.redfin.com/WA/Seattle/10241-42nd-Ave-SW-98146/home/156159","1.75","2","464000","1000","1176585"
"3708","https://www.redfin.com/WA/Seattle/902-29th-Ave-S-98144/home/149139","2.50","4","624950","1770","1171718"
"3707","https://www.redfin.com/WA/Seattle/13810-Greenwood-Ave-N-98133/unit-C/home/11761659","2.25","3","500000","1300","1176284"
"3706","https://www.redfin.com/WA/Seattle/11524-Meridian-Ave-N-98133/home/103860","1.00","2","550000","1400","1175990"
"3705","https://www.redfin.com/WA/Seattle/4242-NE-107th-St-98125/home/113105","1.75","2","649000","2810","1175484"
"3704","https://www.redfin.com/WA/Seattle/2139-7th-Ave-W-98119/home/143192631","1.50","2","899950","1500","1172854"
"3703","https://www.redfin.com/WA/Seattle/4809-S-Kenyon-St-98118/home/174535","3.00","4","499950","1430","1172777"
"3702","https://www.redfin.com/WA/Seattle/8341-Wabash-Ave-S-98118/unit-C/home/2084095","2.50","3","369000","1340","1176269"
"3701","https://www.redfin.com/WA/Seattle/7319-8th-Ave-NW-98117/home/498782","2.00","5","719000","2340","1175911"
"3700","https://www.redfin.com/WA/Seattle/31-Etruria-St-98109/unit-A/home/2068733","2.50","3","749000","1670","1175867"
"3699","https://www.redfin.com/WA/Seattle/4816-Crest-Pl-S-98108/home/478123","2.25","2","535000","1760","1170287"
"3698","https://www.redfin.com/WA/Seattle/6735-Shaffer-Ave-S-98108/home/479435","2.00","3","379950","1360","1176631"
"3697","https://www.redfin.com/WA/Seattle/9615-10th-Ave-SW-98106/home/182706","1.00","3","400000","990","1168008"
"3696","https://www.redfin.com/WA/Seattle/4545-Latona-Ave-NE-98105/home/117688","2.25","4","1200000","2700","1173742"
"3695","https://www.redfin.com/WA/Seattle/3646-34th-Ave-W-98199/home/128538","4.25","6","1699995","3710","1172172"
"3694","https://www.redfin.com/WA/Seattle/2636-SW-106th-St-98146/home/12315884","2.75","4","620000","2910","1169631"
"3693","https://www.redfin.com/WA/Seattle/3402-Alamo-Pl-S-98144/home/167194","1.00","4","625000","2100","1176330"
"3692","https://www.redfin.com/WA/Seattle/7104-44th-Ave-SW-98136/home/154154","2.00","4","750000","2510","1175035"
"3691","https://www.redfin.com/WA/Seattle/4806-SW-Brandon-St-98136/home/154468","2.50","4","725000","1860","1175585"
"3690","https://www.redfin.com/WA/Seattle/3821-33rd-Ave-SW-98126/home/328357","2.00","3","739000","1880","1175518"
"3689","https://www.redfin.com/WA/Seattle/7221-54th-Ave-S-98118/home/490040","1.00","3","549000","1568","1171981"
"3688","https://www.redfin.com/WA/Seattle/2228-2nd-Ave-W-98119/home/132661","2.00","3","879950","2170","1174250"
"3687","https://www.redfin.com/WA/Seattle/2920-1st-Ave-W-98119/unit-B/home/143180052","2.25","3","925000","1900","1172799"
"3686","https://www.redfin.com/WA/Seattle/6214-36th-Ave-NE-98115/home/313800","1.00","3","825000","2560","1173811"
"3685","https://www.redfin.com/WA/Seattle/4516-SW-Alaska-St-98116/home/330357","2.25","2","684950","2010","1176231"
"3684","https://www.redfin.com/WA/Seattle/6913-31st-Pl-S-98108/home/477896","2.50","3","488000","1800","1175166"
"3683","https://www.redfin.com/WA/Seattle/934-NW-59th-St-98107/home/493300","1.50","2","750000","1800","1176178"
"3682","https://www.redfin.com/WA/Seattle/3631-Evanston-Ave-N-98103/unit-A/home/2096438","1.50","2","695000","1276","1175421"
"3681","https://www.redfin.com/WA/Seattle/6222-S-119th-St-98178/home/196769","1.00","3","309950","960","1176114"
"3680","https://www.redfin.com/WA/Seattle/3320-34th-Ave-S-98144/home/171166","1.75","3","650000","1960","1174826"
"3679","https://www.redfin.com/WA/Seattle/13514-39th-Ave-NE-98125/home/318911","1.00","3","579000","1560","1175545"
"3678","https://www.redfin.com/WA/Seattle/13605-4th-Ave-NE-98125/home/102728","1.75","2","450000","","1159159"
"3677","https://www.redfin.com/WA/Seattle/8645-31st-Ave-SW-98126/home/473541","1.00","3","468800","1360","1174775"
"3676","https://www.redfin.com/WA/Seattle/1717-32nd-Ave-98122/home/146421","3.00","5","849000","2521","1174721"
"3675","https://www.redfin.com/WA/Seattle/111-NW-78th-St-98117/home/497341","3.00","4","898000","2010","1167022"
"3674","https://www.redfin.com/WA/Seattle/5133-S-Lucile-St-98118/home/491967","1.00","2","439500","1537","1175055"
"3673","https://www.redfin.com/WA/Seattle/9406-51st-Ave-S-98118/home/176314","1.00","4","549000","1690","1168498"
"3672","https://www.redfin.com/WA/Seattle/4119-51st-Ave-SW-98116/home/151968","1.50","3","599000","2040","1176229"
"3671","https://www.redfin.com/WA/Seattle/3839-44th-Ave-SW-98116/home/330665","1.75","4","675000","1820","1173785"
"3670","https://www.redfin.com/WA/Seattle/8002-41st-Ave-NE-98115/home/317853","1.50","4","600000","1740","1175332"
"3669","https://www.redfin.com/WA/Seattle/1242-S-Cloverdale-St-98108/home/477145","2.50","3","344950","1360","1176199"
"3668","https://www.redfin.com/WA/Seattle/1539-NW-60th-St-98107/home/493188","2.50","4","739950","2100","1175227"
"3667","https://www.redfin.com/WA/Seattle/2421-NW-57th-St-98107/home/101610923","2.00","3","775000","1538","1175839"
"3666","https://www.redfin.com/WA/Seattle/6723-Dayton-Ave-N-98103/home/301549","3.75","6","1450000","3110","1174235"
"3665","https://www.redfin.com/WA/Seattle/3436-23rd-Ave-W-98199/home/124801","2.25","3","675000","1810","1175706"
"3664","https://www.redfin.com/WA/Seattle/2334-Rosemont-Pl-W-98199/home/126054","1.50","4","1350000","2840","1162790"
"3663","https://www.redfin.com/WA/Seattle/12043-79th-Ave-S-98178/home/198666","1.00","4","359995","1070","1174557"
"3662","https://www.redfin.com/WA/Seattle/5114-S-Creston-St-98178/home/28446546","2.75","4","449990","2400","1174022"
"3661","https://www.redfin.com/WA/Seattle/2727-32nd-Ave-S-98144/home/488736","2.50","4","1298000","3190","1166490"
"3660","https://www.redfin.com/WA/Seattle/515-Martin-Luther-King-Junior-Way-S-98144/unit-LOT-C/home/2068245","2.25","3","600000","1322","1175448"
"3659","https://www.redfin.com/WA/Seattle/4603-SW-Holly-St-98136/home/154150","3.50","4","768200","2100","1164312"
"3658","https://www.redfin.com/WA/Seattle/10317-Interlake-Ave-N-98133/home/105030","2.25","3","649000","1850","1162643"
"3657","https://www.redfin.com/WA/Seattle/3617-SW-Holden-St-98126/home/469964","1.50","4","1175000","2870","1174823"
"3656","https://www.redfin.com/WA/Seattle/14316-23rd-Pl-NE-98125/home/114921","1.00","2","450000","810","1174872"
"3655","https://www.redfin.com/WA/Seattle/12033-20th-Ave-NE-98125/home/116689","3.00","4","625000","2110","1171954"
"3654","https://www.redfin.com/WA/Seattle/818-29th-Ave-98122/home/147633","3.00","4","1150000","3510","1174204"
"3653","https://www.redfin.com/WA/Seattle/7547-13th-Ave-NW-98117/home/496341","1.00","3","625000","2280","1174242"
"3652","https://www.redfin.com/WA/Seattle/6751-Alonzo-Ave-NW-98117/home/22230018","2.25","3","669000","1500","1175067"
"3651","https://www.redfin.com/WA/Seattle/5621-SW-Admiral-Way-98116/home/151187","2.75","3","799000","2430","1174558"
"3650","https://www.redfin.com/WA/Seattle/8572-Sand-Point-Way-NE-98115/home/319383","3.50","4","2395000","4190","1173953"
"3649","https://www.redfin.com/WA/Seattle/2015-E-Newton-St-98112/home/137949","1.00","4","949000","3520","1162730"
"3648","https://www.redfin.com/WA/Seattle/1509-Interlaken-Pl-E-98112/home/137057","2.50","4","1250000","2830","1151611"
"3647","https://www.redfin.com/WA/Seattle/1422-NW-64th-St-98107/unit-C/home/18658965","1.50","2","650000","1210","1170886"
"3646","https://www.redfin.com/WA/Seattle/928-NW-51st-St-98107/unit-B/home/143158985","1.75","3","756370","1412","1175153"
"3645","https://www.redfin.com/WA/Seattle/5260-21st-Ave-SW-98106/home/160062","2.00","3","500000","1920","1173949"
"3644","https://www.redfin.com/WA/Seattle/8448-17th-Ave-SW-98106/home/474879","1.50","4","650000","2400","1175618"
"3643","https://www.redfin.com/WA/Seattle/2628-SW-Myrtle-St-98106/home/12090526","2.50","3","599950","1670","1174258"
"3642","https://www.redfin.com/WA/Seattle/4553-52nd-Ave-NE-98105/home/121897","2.75","4","2275000","4060","1175259"
"3641","https://www.redfin.com/WA/Seattle/1300-E-Mercer-St-98102/home/2087442","7.00","7","3950000","7300","1175820"
"3640","https://www.redfin.com/WA/Seattle/1010-N-39th-St-98103/home/12538704","2.25","3","700000","1210","1174829"
"3639","https://www.redfin.com/WA/Seattle/118-N-41st-St-98103/home/302001","3.75","5","1197000","2780","1175438"
"3638","https://www.redfin.com/WA/Seattle/1201-E-John-St-98102/unit-5/home/12319228","2.50","4","1099000","2447","1174451"
"3637","https://www.redfin.com/WA/Seattle/2617-31st-Ave-W-98199/home/127293","2.00","3","825000","2020","1175044"
"3636","https://www.redfin.com/WA/Seattle/3422-W-Smith-St-98199/home/127022","1.00","2","710000","2210","1174254"
"3635","https://www.redfin.com/WA/Seattle/7713-S-115th-Pl-98178/home/22524742","3.50","5","794999","3334","1175355"
"3634","https://www.redfin.com/WA/Seattle/10619-1st-Ave-SW-98146/home/182027","1.00","3","360000","1060","1175226"
"3633","https://www.redfin.com/WA/Seattle/2320-34th-Ave-S-98144/home/488568","3.00","4","1695000","3296","1167485"
"3632","https://www.redfin.com/WA/Seattle/6020-Fauntleroy-Way-SW-98136/unit-B/home/2085864","3.25","3","539950","1730","1174855"
"3631","https://www.redfin.com/WA/Seattle/1520-NE-102nd-St-98125/home/107852","1.75","2","495000","1460","1172604"
"3630","https://www.redfin.com/WA/Seattle/9338-39th-Ave-S-98118/home/480027","1.00","2","269950","1720","1174806"
"3629","https://www.redfin.com/WA/Seattle/6512-32nd-Ave-NE-98115/unit-91/home/139983949","2.75","3","888990","1669","1156098"
"3628","https://www.redfin.com/WA/Seattle/1908-E-Calhoun-St-98112/home/138534","3.00","3","1350000","2750","1174984"
"3627","https://www.redfin.com/WA/Seattle/8900-Inverness-Dr-NE-98115/home/322080","3.50","4","1585000","3577","1173692"
"3626","https://www.redfin.com/WA/Seattle/6849-34th-Ave-NE-98115/home/316982","2.50","4","769950","2550","1173944"
"3625","https://www.redfin.com/WA/Seattle/4829-15th-Ave-S-98108/home/170229","2.00","3","639000","1760","1173681"
"3624","https://www.redfin.com/WA/Seattle/4346-28th-Ave-S-98108/unit-102/home/8187450","2.25","2","495000","1240","1175371"
"3623","https://www.redfin.com/WA/Seattle/4800-Phinney-Ave-N-98103/home/2096453","6.00","10","2400000","6450","1175368"
"3622","https://www.redfin.com/WA/Seattle/509-SW-104th-St-98146/home/181937","1.50","3","199950","1540","1174360"
"3621","https://www.redfin.com/WA/Seattle/715-SW-106th-St-98146/home/182731","2.00","3","399000","1070","1175225"
"3620","https://www.redfin.com/WA/Seattle/1552-Cherrylane-Ave-S-98144/unit-1552/home/61015","2.00","2","549950","1265","1174908"
"3619","https://www.redfin.com/WA/Seattle/5418-Fauntleroy-Way-SW-98136/unit-A/home/12303939","2.50","3","550000","1230","1174354"
"3618","https://www.redfin.com/WA/Seattle/13329-1st-Ave-NE-98125/home/45465313","3.25","2","729950","2024","1175155"
"3617","https://www.redfin.com/WA/Seattle/12504-N-Park-Ave-N-98133/home/98231","1.75","4","525000","1770","1175052"
"3616","https://www.redfin.com/WA/Seattle/3102-SW-Thistle-St-98126/home/473566","1.00","2","435000","770","1174525"
"3615","https://www.redfin.com/WA/Seattle/5022-32nd-Ave-S-98118/home/479223","1.00","3","599000","2660","1173669"
"3614","https://www.redfin.com/WA/Seattle/7713-23rd-Ave-NW-98117/home/165032","3.75","5","925000","2880","1174945"
"3613","https://www.redfin.com/WA/Seattle/3266-NW-Esplanade-98117/home/289160","2.50","3","2200000","3700","1157714"
"3612","https://www.redfin.com/WA/Seattle/2732-NE-95th-St-98115/home/113353","1.75","4","549950","1550","1174499"
"3611","https://www.redfin.com/WA/Seattle/5724-NE-71st-St-98115/home/322014","3.00","3","1595000","3020","1174482"
"3610","https://www.redfin.com/WA/Seattle/121-Aloha-St-98109/home/131857","2.75","4","1895000","3520","1172726"
"3609","https://www.redfin.com/WA/Seattle/4010-1st-Ave-NE-98105/home/117676","2.00","3","740000","2090","1170004"
"3608","https://www.redfin.com/WA/Seattle/5230-40th-Ave-W-98199/home/122960","2.00","4","2495000","3000","1173593"
"3607","https://www.redfin.com/WA/Seattle/12009-68th-Ave-S-98178/home/195626","1.00","2","239995","780","1174578"
"3606","https://www.redfin.com/WA/Seattle/1720-35th-Ave-S-98144/home/488677","1.00","2","799000","1120","1172786"
"3605","https://www.redfin.com/WA/Seattle/1904-N-140th-St-98133/home/102961","2.00","5","599300","1970","1174184"
"3604","https://www.redfin.com/WA/Seattle/439-36th-Ave-98122/home/140964","2.50","3","1350000","3390","1174287"
"3603","https://www.redfin.com/WA/Seattle/5110-S-Garden-St-98118/home/491674","8.00","11","950000","4420","1174886"
"3602","https://www.redfin.com/WA/Seattle/5133-S-Brighton-St-98118/home/492345","1.75","2","465000","1560","1174231"
"3601","https://www.redfin.com/WA/Seattle/3550-Beach-Dr-SW-98116/home/151946","2.75","5","1300000","2400","1174396"
"3600","https://www.redfin.com/WA/Seattle/4135-40th-Ave-SW-98116/home/327887","2.25","3","820000","2110","1172755"
"3599","https://www.redfin.com/WA/Seattle/3536-SW-105th-St-98146/home/155921","1.00","2","529000","920","1173384"
"3598","https://www.redfin.com/WA/Seattle/1985-Gilman-Dr-W-98119/home/134578","2.00","2","735000","1460","1172974"
"3597","https://www.redfin.com/WA/Seattle/2201-SW-Genesee-St-98106/home/160108","1.00","2","525000","1640","1173277"
"3596","https://www.redfin.com/WA/Seattle/731-N-95th-St-98103/unit-C/home/98385","1.50","2","525000","1170","1164051"
"3595","https://www.redfin.com/WA/Seattle/3259-Mcclintock-Ave-S-98144/home/171516","1.75","3","685000","1740","1172522"
"3594","https://www.redfin.com/WA/Seattle/1412-S-Concord-St-98108/home/2093278","5.00","6","2495000","9120","1173935"
"3593","https://www.redfin.com/WA/Seattle/5219-Columbia-Dr-S-98108/home/482031","2.00","4","499000","1920","1173207"
"3592","https://www.redfin.com/WA/Seattle/3888-43rd-Ave-NE-98105/home/122226","3.00","3","1350000","3130","1168323"
"3591","https://www.redfin.com/WA/Seattle/754-S-Rose-St-98108/home/477178","2.00","4","459000","1560","1170662"
"3590","https://www.redfin.com/WA/Seattle/3920-1st-Ave-NE-98105/unit-D/home/143130916","2.00","2","920000","1352","1174004"
"3589","https://www.redfin.com/WA/Seattle/2212-Franklin-Ave-E-98102/unit-A/home/143133165","2.50","3","1290000","1894","1173413"
"3588","https://www.redfin.com/WA/Seattle/3619-Courtland-Pl-S-98144/home/106725418","1.75","3","639800","1499","1173816"
"3587","https://www.redfin.com/WA/Seattle/11504-Bartlett-Ave-NE-98125/home/111745","1.75","4","635000","1530","1171249"
"3586","https://www.redfin.com/WA/Seattle/509-N-43rd-St-98103/unit-B/home/12317804","2.25","3","775000","1600","1171808"
"3585","https://www.redfin.com/WA/Seattle/3022-SW-Bradford-St-98126/unit-307/home/70189","1.00","1","259950","627","1172418"
"3584","https://www.redfin.com/WA/Seattle/2805-Bataan-Pl-SW-98126/home/18662148","2.50","3","549950","1800","1169966"
"3583","https://www.redfin.com/WA/Seattle/3223-S-Edmunds-St-98118/home/172427","0.75","2","290000","770","1174051"
"3582","https://www.redfin.com/WA/Seattle/4019-2nd-Ave-NE-98105/home/117330","3.50","5","1950000","4000","1173614"
"3581","https://www.redfin.com/WA/Seattle/2401-N-Northlake-Way-98103/unit-D-1/home/112977455","0.75","1","285000","212","1171022"
"3580","https://www.redfin.com/WA/Seattle/717-N-47th-St-98103/unit-C/home/143091745","2.50","3","950000","1852","1171216"
"3579","https://www.redfin.com/WA/Seattle/1065-E-Howe-St-98102/home/136562","3.25","5","1695000","5870","1173528"
"3578","https://www.redfin.com/WA/Seattle/721-SW-106th-St-98146/home/182732","1.00","2","350000","1010","1169989"
"3577","https://www.redfin.com/WA/Seattle/10603-4th-Ave-SW-98146/home/183350","2.00","5","430000","1900","1166353"
"3576","https://www.redfin.com/WA/Seattle/1515-Sturgus-Ave-S-98144/home/168011","2.00","3","785000","1842","1173451"
"3575","https://www.redfin.com/WA/Seattle/10726-Stone-Ave-N-98133/unit-A/home/105367","2.00","3","300000","1148","1173315"
"3574","https://www.redfin.com/WA/Seattle/9813-31st-Ave-SW-98126/home/155873","1.00","2","400000","670","1173237"
"3573","https://www.redfin.com/WA/Seattle/3420-37th-Ave-SW-98126/home/328289","3.50","5","1395000","3225","1173535"
"3572","https://www.redfin.com/WA/Seattle/2012-NE-120th-St-98125/home/116557","1.75","4","525000","1680","1172675"
"3571","https://www.redfin.com/WA/Seattle/12018-15th-Ave-NE-98125/home/116434","2.25","4","725000","1740","1173163"
"3570","https://www.redfin.com/WA/Seattle/198-27th-Ave-98122/home/142207","2.75","4","899000","2118","1170475"
"3569","https://www.redfin.com/WA/Seattle/4501-S-Willow-St-98118/home/173331","1.00","2","425000","1660","1157750"
"3568","https://www.redfin.com/WA/Seattle/2632-NW-85th-St-98117/home/163211","1.00","2","550000","1020","1170530"
"3567","https://www.redfin.com/WA/Seattle/7330-Mary-Ave-NW-98117/home/496969","1.00","4","724500","2010","1173880"
"3566","https://www.redfin.com/WA/Seattle/6814-39th-Ave-NE-98115/home/316688","2.50","4","840000","2470","1166440"
"3565","https://www.redfin.com/WA/Seattle/2110-38th-Ave-E-98112/home/140008","3.25","5","2370000","4470","1172924"
"3564","https://www.redfin.com/WA/Seattle/928-NW-51st-St-98107/unit-A/home/493161","1.75","3","787966","1562","1173762"
"3563","https://www.redfin.com/WA/Seattle/4505-NE-55th-St-98105/home/49731195","1.75","3","650000","1853","1173784"
"3562","https://www.redfin.com/WA/Seattle/9022-Palatine-Ave-N-98103/home/100596","2.75","4","719950","2340","1172046"
"3561","https://www.redfin.com/WA/Seattle/947-N-78th-St-98103/unit-B/home/143104302","1.50","1","489950","777","1173891"
"3560","https://www.redfin.com/WA/Seattle/1850-N-53rd-St-98103/home/304932","2.00","3","895000","1990","1173465"
"3559","https://www.redfin.com/WA/Seattle/717-N-47th-St-98103/unit-A/home/143091694","2.50","3","950000","1852","1171095"
"3558","https://www.redfin.com/WA/Seattle/12753-11th-Ave-NW-98177/home/291302","1.75","3","740000","1770","1171848"
"3557","https://www.redfin.com/WA/Seattle/1517-Sturgus-Ave-S-98144/home/114024605","2.00","3","785500","1758","1173415"
"3556","https://www.redfin.com/WA/Seattle/8308-35th-Ave-SW-98126/home/473928","1.00","2","499950","1320","1173368"
"3555","https://www.redfin.com/WA/Seattle/8131-31st-Ave-SW-98126/home/472363","1.00","3","460206","980","1170173"
"3554","https://www.redfin.com/WA/Seattle/3541-SW-Austin-St-98126/home/470308","2.50","3","595000","2340","1173078"
"3553","https://www.redfin.com/WA/Seattle/11825-32nd-Ave-NE-98125/home/111549","1.75","3","675000","1966","1172987"
"3552","https://www.redfin.com/WA/Seattle/12520-26th-Ave-NE-98125/unit-C/home/143100902","2.25","3","500000","1490","1173179"
"3551","https://www.redfin.com/WA/Seattle/11328-35th-Ave-NE-98125/home/112000","1.75","3","849950","2200","1172716"
"3550","https://www.redfin.com/WA/Seattle/808-NE-117th-St-98125/home/105872","2.00","3","599000","1080","1173296"
"3549","https://www.redfin.com/WA/Seattle/7302-Earl-Ave-NW-98117/home/164912","2.25","3","829000","2730","1152328"
"3548","https://www.redfin.com/WA/Seattle/7519-24th-Ave-NW-98117/home/163071","2.50","3","550000","1260","1173288"
"3547","https://www.redfin.com/WA/Seattle/8435-Grattan-Pl-S-98118/home/174756","1.50","3","488000","1280","1173332"
"3546","https://www.redfin.com/WA/Seattle/5101-S-Farrar-St-98118/home/490466","1.75","4","649000","1490","1171583"
"3545","https://www.redfin.com/WA/Seattle/4602-50th-Ave-S-98118/home/489234","1.00","2","495000","770","1166663"
"3544","https://www.redfin.com/WA/Seattle/2367-Hughes-Ave-SW-98116/home/150374","1.75","3","770000","1830","1173351"
"3543","https://www.redfin.com/WA/Seattle/4146-53rd-Ave-SW-98116/home/151348","2.00","4","849950","2240","1169050"
"3542","https://www.redfin.com/WA/Seattle/2708-NE-94th-St-98115/home/315166","2.50","3","749950","2180","1170979"
"3541","https://www.redfin.com/WA/Seattle/464-NE-Maple-Leaf-Pl-98115/home/306355","1.75","3","829950","1422","1164167"
"3540","https://www.redfin.com/WA/Seattle/538-NE-81st-St-98115/home/108466","1.75","2","675000","1210","1171797"
"3539","https://www.redfin.com/WA/Seattle/1034-NE-97th-St-98115/home/110472","2.00","2","499900","1150","1167997"
"3538","https://www.redfin.com/WA/Seattle/139-22nd-Ave-E-98112/unit-B/home/142283","2.50","4","830230","1580","1172747"
"3537","https://www.redfin.com/WA/Seattle/2628-SW-Myrtle-St-98106/home/12090526","2.50","3","599950","1670","1158722"
