id,source_url,bathrooms,bedrooms,price,squarefeet,mls_id
"3847","https://www.redfin.com/WA/Seattle/8548-2nd-Ave-NE-98115/home/110023","1.75","3","621596","2020","1171350"
"3846","https://www.redfin.com/WA/Seattle/857-NE-78th-St-98115/home/108724","2.50","3","699950","2220","1172999"
"3845","https://www.redfin.com/WA/Seattle/6527-35th-Ave-NE-98115/unit-C/home/109480489","2.50","3","649700","1380","1177560"
"3844","https://www.redfin.com/WA/Seattle/1547-NW-63rd-St-98107/home/494054","3.00","6","1175000","3680","1177273"
"3843","https://www.redfin.com/WA/Seattle/5203-2nd-Ave-NW-98107/home/298894","2.00","3","842989","2184","1156413"
"3842","https://www.redfin.com/WA/Seattle/1505-SW-Kenyon-St-98106/home/475665","1.00","3","425000","1009","1173903"
"3841","https://www.redfin.com/WA/Seattle/6102-Meridian-Ave-N-98103/home/304548","2.50","4","979000","2790","1173396"
"3840","https://www.redfin.com/WA/Seattle/10-E-Roanoke-St-98102/unit-13/home/38891","2.25","2","2685000","1944","1178106"
"3839","https://www.redfin.com/WA/Seattle/4221-27th-Ave-W-98199/home/124553","1.75","3","715000","1540","1176274"
"3838","https://www.redfin.com/WA/Seattle/10214-38th-Ave-SW-98146/home/155145","2.25","5","675000","2530","1174991"
"3837","https://www.redfin.com/WA/Seattle/10656-3rd-Ave-SW-98146/home/183251","2.50","4","500000","1620","1178672"
"3836","https://www.redfin.com/WA/Seattle/2354-30th-Ave-S-98144/home/170855","2.00","3","824950","2108","1178822"
"3835","https://www.redfin.com/WA/Seattle/10339-Wallingford-Ave-N-98133/home/104511","1.75","3","600000","1650","1178895"
"3834","https://www.redfin.com/WA/Seattle/11549-25th-Ave-NE-98125/home/116352","2.00","3","650000","1710","1179353"
"3833","https://www.redfin.com/WA/Seattle/12034-40th-Ave-NE-98125/home/111125","2.00","3","600000","1730","1178196"
"3832","https://www.redfin.com/WA/Seattle/7016-55th-Ave-S-98118/home/490253","5.00","6","4999888","5320","1155544"
"3831","https://www.redfin.com/WA/Seattle/4406-S-Willow-St-98118/home/172898","1.00","3","449950","1140","1178181"
"3830","https://www.redfin.com/WA/Seattle/4200-S-Raymond-St-98118/home/173064","2.50","4","589950","1610","1176729"
"3829","https://www.redfin.com/WA/Seattle/8731-Forest-Hill-Pl-NW-98117/home/166541","1.75","2","699900","1820","1170821"
"3828","https://www.redfin.com/WA/Seattle/6702-Dibble-Ave-NW-98117/home/496712","1.50","3","725000","1820","1177404"
"3827","https://www.redfin.com/WA/Seattle/4150-41st-Ave-SW-98116/home/329086","1.50","5","650000","2380","1178053"
"3826","https://www.redfin.com/WA/Seattle/7537-30th-Ave-NE-98115/home/315194","2.00","3","749950","2160","1176702"
"3825","https://www.redfin.com/WA/Seattle/6846-54th-Ave-NE-98115/home/320709","3.50","4","1325000","3250","1176174"
"3824","https://www.redfin.com/WA/Seattle/478-39th-Ave-E-98112/home/139579","2.25","3","7898500","3780","1176637"
"3823","https://www.redfin.com/WA/Seattle/5929-20th-Ave-S-98108/home/22683635","3.50","6","798000","2980","1179397"
"3822","https://www.redfin.com/WA/Seattle/4834-NE-43rd-St-98105/home/122514","2.50","4","1525000","2700","1179341"
"3821","https://www.redfin.com/WA/Seattle/3861-Gilman-Ave-W-98199/home/123614","1.75","3","669950","1340","1178943"
"3820","https://www.redfin.com/WA/Seattle/11434-71st-Pl-S-98178/home/176700","1.00","3","364950","1650","1178692"
"3819","https://www.redfin.com/WA/Seattle/10544-Midvale-Ave-N-98133/unit-C/home/28703974","2.50","3","540000","1600","1177473"
"3818","https://www.redfin.com/WA/Seattle/14041-Wallingford-Ave-N-98133/home/102809","1.00","2","450000","780","1170763"
"3817","https://www.redfin.com/WA/Seattle/3400-37th-Ave-SW-98126/home/2082047","4.50","5","1195000","4386","1175603"
"3816","https://www.redfin.com/WA/Seattle/3310-SW-Admiral-Way-98126/home/150851","2.50","4","775000","2260","1177655"
"3815","https://www.redfin.com/WA/Seattle/8303-35th-Ave-SW-98126/home/468760","1.00","3","469500","2200","1178881"
"3814","https://www.redfin.com/WA/Seattle/3019-NE-130th-St-98125/unit-1-7/home/143289643","9.00","9","1810000","6795","1174617"
"3813","https://www.redfin.com/WA/Seattle/1940-NE-107th-St-98125/home/107504","1.75","3","400000","1420","1174734"
"3812","https://www.redfin.com/WA/Seattle/1819-3rd-Ave-W-98119/unit-1-3/home/143295094","4.50","9","1650000","4300","1177531"
"3811","https://www.redfin.com/WA/Seattle/4808-S-Othello-St-98118/home/173432","2.00","5","550000","2900","1174561"
"3810","https://www.redfin.com/WA/Seattle/7802-35th-Ave-S-98118/home/480270","1.75","3","440000","1440","1178845"
"3809","https://www.redfin.com/WA/Seattle/9501-15th-Ave-NW-98117/home/289516","1.75","3","737500","2340","1177293"
"3808","https://www.redfin.com/WA/Seattle/4507-48th-Ave-SW-98116/home/329672","1.75","3","640000","2400","1178793"
"3807","https://www.redfin.com/WA/Seattle/3847-Beach-Dr-SW-98116/home/151690","2.25","2","1295000","1680","1179115"
"3806","https://www.redfin.com/WA/Seattle/153-Highland-Dr-98109/home/132773","4.50","6","7800000","6460","1167217"
"3805","https://www.redfin.com/WA/Seattle/128-Highland-Dr-98109/home/133197","3.00","2","2695000","3140","1178778"
"3804","https://www.redfin.com/WA/Seattle/7712-18th-Ave-SW-98106/home/476398","1.75","4","449000","1760","1175342"
"3803","https://www.redfin.com/WA/Seattle/256-NE-43rd-St-98105/home/117863","2.00","3","1150000","2610","1171970"
"3802","https://www.redfin.com/WA/Seattle/3034-30th-Ave-W-98199/home/127547","2.50","4","1200000","2490","1178125"
"3801","https://www.redfin.com/WA/Seattle/3041-21st-Ave-W-98199/home/125030","2.25","3","879950","1714","1178338"
"3800","https://www.redfin.com/WA/Seattle/11014-Greenwood-Ave-N-98133/unit-C/home/98044","3.25","3","550000","1320","1177674"
"3799","https://www.redfin.com/WA/Seattle/5900-Wilson-Ave-S-98118/home/489695","3.50","4","1050000","3670","1172670"
"3798","https://www.redfin.com/WA/Seattle/4007-SW-Maryland-Pl-98116/home/149582","2.25","3","1399000","2440","1122614"
"3797","https://www.redfin.com/WA/Seattle/3834-58th-Ave-SW-98116/home/151210","2.00","3","705000","2030","1178388"
"3796","https://www.redfin.com/WA/Seattle/7532-21st-Ave-NE-98115/home/311176","2.00","2","749950","1870","1175098"
"3795","https://www.redfin.com/WA/Seattle/8814-20th-Ave-SW-98106/home/475255","2.25","5","499000","2600","1178438"
"3794","https://www.redfin.com/WA/Seattle/3612-47th-Ave-NE-98105/home/122160","2.25","4","1395000","2350","1177209"
"3793","https://www.redfin.com/WA/Seattle/1566-30th-Ave-W-98199/home/126162","1.75","4","1350000","2900","1178312"
"3792","https://www.redfin.com/WA/Seattle/3040-Magnolia-Blvd-W-98199/home/126290","3.25","4","1599988","","1175629"
"3791","https://www.redfin.com/WA/Seattle/7745-S-Lakeridge-Dr-98178/home/199776","3.00","4","790000","3220","1174279"
"3790","https://www.redfin.com/WA/Seattle/713-Martin-Luther-King-Junior-Way-S-98144/home/145529","3.50","3","795950","1783","1177573"
"3789","https://www.redfin.com/WA/Seattle/5258-45th-Ave-SW-98136/home/154751","2.50","3","699950","2190","1174612"
"3788","https://www.redfin.com/WA/Seattle/1417-E-Howell-St-98122/home/2086242","6.00","6","2950000","","1177790"
"3787","https://www.redfin.com/WA/Seattle/7326-35th-Ave-S-98118/home/480312","1.50","3","438000","1670","1169894"
"3786","https://www.redfin.com/WA/Seattle/8521-16th-Ave-NE-98115/home/106708","1.75","4","749950","2054","1177879"
"3785","https://www.redfin.com/WA/Burien/1820-SW-Shoreview-Ln-98146/home/332637","2.25","3","965000","2850","1171753"
"3784","https://www.redfin.com/WA/Seattle/10603-1st-Ave-S-98168/home/181101","1.00","3","319950","1060","1177110"
"3783","https://www.redfin.com/WA/Seattle/911-25th-Ave-98122/home/147861","1.00","3","649888","1440","1177693"
"3782","https://www.redfin.com/WA/Seattle/3639-13th-Ave-W-98119/unit-A/home/101396491","2.00","2","765000","1619","1177264"
"3781","https://www.redfin.com/WA/Seattle/524-18th-Ave-E-98112/home/145591","1.75","3","950000","2730","1166432"
"3780","https://www.redfin.com/WA/Seattle/626-NW-48th-St-98107/home/301872","2.00","4","865000","2060","1177551"
"3779","https://www.redfin.com/WA/Seattle/6056-NE-Kelden-Pl-98105/home/121247","3.25","3","2300000","4350","1177019"
"3778","https://www.redfin.com/WA/Seattle/1227-Federal-Ave-E-98102/home/135592","3.25","5","1998000","4720","1177691"
"3777","https://www.redfin.com/WA/Seattle/3202-36th-Ave-W-98199/home/129044","3.25","3","1895000","3320","1177494"
"3776","https://www.redfin.com/WA/Seattle/10105-3rd-Ave-NW-98177/home/22524366","3.50","4","569990","1980","1175009"
"3775","https://www.redfin.com/WA/Seattle/1552-Cherrylane-Ave-S-98144/unit-1552/home/61015","2.00","2","549950","1265","1177418"
"3774","https://www.redfin.com/WA/Seattle/10538-Fremont-Ave-N-98133/home/99699","1.00","2","575000","1190","1177084"
"3773","https://www.redfin.com/WA/Seattle/2515-39th-Ave-SW-98116/home/150589","1.75","4","799999","2100","1176834"
"3772","https://www.redfin.com/WA/Seattle/11336-20th-Ave-NE-98125/home/116639","2.75","4","1195000","2984","1175353"
"3771","https://www.redfin.com/WA/Seattle/3819-S-Lyon-Ct-98118/home/2070495","2.50","3","569950","1750","1177576"
"3770","https://www.redfin.com/WA/Seattle/9752-Lindsay-Pl-S-98118/home/177138","2.00","5","750000","2020","1176673"
"3769","https://www.redfin.com/WA/Seattle/5107-S-Myrtle-St-98118/home/492779","2.75","4","898000","2820","1176888"
"3768","https://www.redfin.com/WA/Seattle/117-NW-84th-St-98117/home/496583","1.00","2","675000","1210","1177627"
"3767","https://www.redfin.com/WA/Seattle/2303-NE-86th-St-98115/home/103972259","3.00","3","649500","1330","1176220"
